date,RONI,ENERGY_PRICE,APORTES,GENERATION
2005-04-01,0.28,68.32830544444441,145371800.0,39111120.25242765
2005-05-01,0.3,69.39889759139787,234081370.8333333,40991219.49293086
2005-06-01,0.22,59.05737277777777,201853541.66666663,39026048.386285655
2005-07-01,-0.01,77.80062675268819,147502629.16666666,40643264.01378524
2005-08-01,-0.04,85.8283337311828,162904325.0,40910593.277505845
2005-09-01,-0.08,87.75673088888885,171338162.5,38364824.413661085
2005-10-01,-0.15,81.2168141935484,200041612.5,39406346.13845498
2005-11-01,-0.44,56.20127394444447,233912758.3333333,40047815.988666646
2005-12-01,-0.75,79.96953117204299,119584125.0,40922541.24223188
2006-01-01,-0.98,79.0264871935484,98491895.83333331,42110645.572695576
2006-02-01,-0.71,75.52091904761903,76177691.66666667,40375978.19047724
2006-03-01,-0.73,65.7874476236559,144172262.5,40610736.31386347
2006-04-01,-0.3,54.01196816666667,224461054.16666663,39286271.25672677
2006-05-01,-0.11,53.73773859139783,286389841.6666667,41171250.24930809
2006-06-01,0.09,52.985621055555576,254967912.5,41307739.42198296
2006-07-01,0.03,59.31640294623657,200464683.3333333,43173032.325065546
2006-08-01,0.37,66.5327544623656,151686695.83333334,45130419.14569812
2006-09-01,0.62,103.44861244444442,135778950.0,40547460.11342457
2006-10-01,0.76,130.5117015698925,201455745.8333333,41925388.0150905
2006-11-01,0.98,80.43596811111111,214976558.3333333,39520888.90482363
2006-12-01,1.1,64.23784768817204,141153854.16666666,39689821.34688913
2007-01-01,0.59,88.4634188064516,92077354.16666669,40813464.77101332
2007-02-01,0.12,106.98867625,50943404.16666666,37535637.45442569
2007-03-01,-0.15,100.79190553763443,90761237.5,40302530.46863145
2007-04-01,-0.16,91.82196516666664,175372912.5,38178509.51804348
2007-05-01,-0.39,74.92841674193551,233418370.8333333,40749240.13943616
2007-06-01,-0.16,75.86059083333335,251048920.8333333,39492066.26497112
2007-07-01,-0.37,80.26138731182796,177256550.0,42760536.43676029
2007-08-01,-0.57,85.21333926881718,197531587.5,41449392.47016934
2007-09-01,-1.04,74.03187861111111,177360370.83333334,40704491.74234333
2007-10-01,-1.41,80.52224479569892,243747650.0,40457917.59234882
2007-11-01,-1.58,62.60941055555557,199788754.16666663,40308723.11778756
2007-12-01,-1.61,85.05587180645159,158486937.5,39775963.5088293
2008-01-01,-1.79,95.31448808602148,109311004.16666669,41007253.07528268
2008-02-01,-1.7,100.63301501149422,106305858.33333331,39056532.95784745
2008-03-01,-1.17,89.54313483870969,121424158.33333331,38204904.02136134
2008-04-01,-0.89,102.94095199722224,134848091.66666666,38810187.16854402
2008-05-01,-0.64,96.52427075268815,235488416.66666663,39804810.595037006
2008-06-01,-0.44,76.02115527777775,276696712.5,38691036.9552063
2008-07-01,-0.04,62.64224702150536,303842512.5,40389802.238539
2008-08-01,-0.04,73.0971862043011,234667433.3333333,40796622.4167515
2008-09-01,-0.28,80.72590626111113,193547079.16666663,41369926.99385895
2008-10-01,-0.3,82.866759,225691395.8333333,45127455.220888376
2008-11-01,-0.37,87.22603255555558,287659062.5,41594205.7918097
2008-12-01,-0.9,107.64402849462364,161742383.33333334,43007856.35981302
2009-01-01,-1.0,133.1804702473118,141683450.0,42170730.36317943
2009-02-01,-0.71,122.25375114285714,110531375.0,38316589.711482696
2009-03-01,-0.72,108.17769748387096,144651395.83333334,41314905.6887541
2009-04-01,-0.25,88.94394527777779,169050900.0,40655787.66627734
2009-05-01,0.17,118.08310166666668,168751508.33333334,44125951.21399858
2009-06-01,0.49,125.58334211111112,193418325.0,41047499.56877558
2009-07-01,0.69,125.51687345161292,211861554.16666663,40914997.7894094
2009-08-01,0.62,127.68792277419352,186417370.8333333,43133083.79567131
2009-09-01,0.68,182.5095005,120065958.33333331,42651785.18387335
2009-10-01,0.96,189.93442636559135,133311537.5,38279236.4167818
2009-11-01,1.49,152.52863128888887,136357858.33333334,37843618.71442281
2009-12-01,1.81,195.0491639892473,81357779.16666667,37161865.75839637
2010-01-01,1.43,152.2578755806451,50899016.66666666,36463928.94238167
2010-02-01,1.18,195.59115854761905,46771112.5,34667958.53781055
2010-03-01,1.07,189.981887,74935845.83333333,39485248.90573375
2010-04-01,0.56,195.5365247,145395837.5,36625616.67907272
2010-05-01,-0.15,150.3243332580645,199747091.66666663,39728728.43206745
2010-06-01,-0.62,91.33092138888888,226102666.66666663,38924333.618703134
2010-07-01,-0.89,82.94435402150538,275701654.1666667,40886448.18411302
2010-08-01,-1.33,84.85816305376345,195689033.3333333,42392030.95433128
2010-09-01,-1.56,112.30941277777778,205658016.66666663,40894440.15790668
2010-10-01,-1.65,136.52222272043014,209051879.16666663,40926403.425268285
2010-11-01,-1.57,92.01793782222222,310121433.3333333,40532403.00077394
2010-12-01,-1.63,66.69853210752687,239282883.3333333,41749327.76551224
2011-01-01,-1.7,89.4705183655914,127149856.0,37630086.41402818
2011-02-01,-1.26,105.68437985714286,111334684.0,33822339.71730294
2011-03-01,-0.98,79.7267019032258,219935908.0,38591178.97237477
2011-04-01,-0.74,73.41635112222222,390734852.0,36676053.185222
2011-05-01,-0.53,58.49071407526881,356421564.0,39238988.68685588
2011-06-01,-0.25,60.06163481111111,274257600.0,38061682.705731615
2011-07-01,-0.23,55.51386178494624,225647228.0,38705081.97378899
2011-08-01,-0.66,88.97861669892472,196109760.0,38638948.71749316
2011-09-01,-0.76,92.50953437777778,185397872.0,37853409.88540409
2011-10-01,-0.93,72.86567944086022,261099484.0,39889917.50076206
2011-11-01,-1.09,70.53858275555555,301793332.0,41184799.996198975
2011-12-01,-1.05,55.75605648387096,290496748.0,42709573.59008504
2012-01-01,-0.93,53.61037947311828,160228556.0,42702839.09231439
2012-02-01,-0.61,78.49598144827586,103533872.0,39785761.60906635
2012-03-01,-0.48,119.10521388172045,152233400.0,42472436.63123662
2012-04-01,-0.29,56.99427418888888,297092576.0,39948556.42061482
2012-05-01,-0.18,46.85869274193549,305047172.0,44572502.0162009
2012-06-01,0.14,87.35270906666666,196441060.0,42972340.05699884
2012-07-01,0.44,79.17754592473118,229270624.0,43433372.16094703
2012-08-01,0.66,140.26220102150538,219813780.0,42997013.94958071
2012-09-01,0.44,183.3778401333333,133640388.0,42242949.33747635
2012-10-01,0.23,198.00380627956991,181582540.0,41190398.52849092
2012-11-01,0.33,166.9982269888889,156006872.0,42970788.48155701
2012-12-01,-0.13,180.3391705376344,118083832.0,39480145.78852772
2013-01-01,-0.42,184.45569695698924,70305916.0,40910212.7956818
2013-02-01,-0.4,181.17711414285716,91385276.0,35863246.47380136
2013-03-01,-0.14,137.53884632258064,120747888.0,40545400.37428475
2013-04-01,-0.08,229.82422287777777,123106244.0,40324301.46790067
2013-05-01,-0.28,139.81515178494627,256239584.6153846,41394356.87149614
2013-06-01,-0.33,143.10235772222222,169534166.66666666,39721480.274916254
2013-07-01,-0.28,232.1402435376344,168674885.1851852,41150234.013343856
2013-08-01,-0.29,150.55001888172043,206113081.4814815,40781897.25287359
2013-09-01,-0.09,144.20590491111113,160531244.44444445,40474411.22215691
2013-10-01,-0.24,211.9383313333333,155108111.1111111,40133508.10917262
2013-11-01,-0.02,210.38550514444444,187335692.5925926,38564490.180717126
2013-12-01,-0.09,164.0329949139785,161971311.1111111,40510965.44137835
2014-01-01,-0.42,160.47509748387097,97730974.07407407,40530975.607723296
2014-02-01,-0.45,187.96510933333332,93001029.62962964,37857752.48172712
2014-03-01,-0.07,151.3030924301075,120774044.44444443,41458935.282809965
2014-04-01,0.28,373.7469429222223,124158751.85185184,39488244.71694884
2014-05-01,0.45,381.9789959677419,166065748.14814815,41412669.64516728
2014-06-01,0.48,334.87149411111113,234816766.66666663,39310545.59723005
2014-07-01,0.13,184.669632655914,215490288.8888889,42256602.171774216
2014-08-01,0.14,200.1672784301075,167558100.0,41543346.54112109
2014-09-01,0.37,177.31851948888888,151518066.66666666,41426753.101160176
2014-10-01,0.48,207.02634377419355,177429022.2222222,41383234.01440009
2014-11-01,0.89,166.56813924444447,170572900.0,41052161.28010858
2014-12-01,0.77,175.05465266666667,131820250.0,41217659.55746713
2015-01-01,0.59,187.59591108602152,81665300.0,38016812.20726753
2015-02-01,0.57,166.2312292738095,92412296.42857143,36183130.05869004
2015-03-01,0.48,205.50295066666664,97378771.42857143,39443270.97468688
2015-04-01,0.9,161.30443577777777,160383621.42857143,36675880.451129965
2015-05-01,1.04,259.1989313548387,162513800.0,38762764.53727441
2015-06-01,1.28,186.4165488,249489292.85714287,35300444.28478435
2015-07-01,1.56,206.15807048387097,220674582.14285716,38400259.5256961
2015-08-01,1.87,183.70840486021504,196344525.0,39880995.42705543
2015-09-01,2.01,458.8346858444445,121928550.0,38361375.43323603
2015-10-01,2.21,1106.619159612903,109324596.42857143,37064678.5737769
2015-11-01,2.57,766.9919818444445,132404048.27586208,34970744.71089428
2015-12-01,2.56,630.1935495913978,80491793.10344827,37866657.95432758
2016-01-01,2.56,554.1589823010753,55029782.75862069,41675054.15811313
2016-02-01,2.11,645.9999111494253,53974844.82758621,39545578.76215556
2016-03-01,1.6,830.0181967526883,67571868.96551724,36621750.44322143
2016-04-01,1.05,332.4932637111111,139332875.86206895,35058584.68039097
2016-05-01,0.45,140.31038082795698,187114537.93103448,38258186.27241305
2016-06-01,0.06,167.97191656666664,174115472.41379312,36974983.87233727
2016-07-01,-0.25,129.2143740967742,219736468.96551725,38168115.92293553
2016-08-01,-0.48,198.0151265483871,170294227.58620688,40041816.08296719
2016-09-01,-0.46,150.3636568111111,198621558.6206897,37514011.132332586
2016-10-01,-0.75,184.94696905376344,180544693.10344827,36852832.39660979
2016-11-01,-0.63,166.6776215111111,209504068.96551725,37268509.66865224
2016-12-01,-0.51,107.45283823655916,172171706.89655173,38804870.96916623
2017-01-01,-0.34,111.50643569892472,132002020.0,38865954.12573816
2017-02-01,-0.01,156.9946869642857,75794516.66666667,36281401.211569406
2017-03-01,-0.09,119.8590928817204,190642020.0,37670127.14613972
2017-04-01,0.22,96.47702438888888,166031210.0,36949179.07145164
2017-05-01,0.3,71.65047594623655,295530893.3333333,40188747.6841207
2017-06-01,0.22,68.50058371111112,241303000.0,38104010.68258133
2017-07-01,0.22,70.60407205376345,207064536.66666663,39554745.43174423
2017-08-01,-0.18,92.5729874516129,159971870.0,39953640.07187341
2017-09-01,-0.56,124.32170758888888,163123760.0,38112835.84412338
2017-10-01,-0.52,137.36530622580645,152957996.66666666,37529813.412745774
2017-11-01,-0.84,126.71987426666668,186798410.0,35681430.928320214
2017-12-01,-0.85,101.34635160215056,128812700.0,37343271.05363489
2018-01-01,-0.86,124.47677378494625,127093813.79310344,36405871.331477255
2018-02-01,-0.73,140.03725386904762,79297979.31034483,33702196.91615288
2018-03-01,-0.73,172.1338948924731,102193793.10344829,36330734.82750212
2018-04-01,-0.36,115.66846886666669,236332703.44827583,35408621.83435154
2018-05-01,-0.12,75.11800815053763,314187681.25,36571518.288521856
2018-06-01,0.12,73.93359082222221,256148437.5,34864868.37936218
2018-07-01,0.27,79.88897687096774,221605500.0,33542605.902353395
2018-08-01,0.05,95.03049547311828,177861309.375,33864240.17647683
2018-09-01,0.3,101.43225115555556,147155362.5,33250686.840375192
2018-10-01,0.84,121.85983808602153,181662915.625,32816394.99628097
2018-11-01,1.0,104.11863222222222,168933362.5,31811088.27922233
2018-12-01,0.97,191.33679912903224,92147306.25,29701090.416101374
2019-01-01,0.51,285.42366903225803,68026846.875,32781890.605625644
2019-02-01,0.62,303.4703065119048,64756871.875,29998461.892198063
2019-03-01,0.81,262.8579173548387,98043368.75,33742827.47166077
2019-04-01,0.67,189.79297133333333,170528184.375,33365657.976701528
2019-05-01,0.61,172.12713089247313,211985042.42424244,34921835.37084661
2019-06-01,0.66,113.28355821111111,232562327.27272728,33599708.60888711
2019-07-01,0.41,122.33132255913978,197745484.84848484,35929767.94988069
2019-08-01,0.19,147.25797603225806,140414509.0909091,36963178.01559183
2019-09-01,0.11,284.75647413333337,113981875.75757577,35229610.61433844
2019-10-01,0.55,321.2870886129033,151708582.3529412,34932935.59824749
2019-11-01,0.74,232.8934613555556,132145367.64705884,32956550.0939256
2019-12-01,0.51,308.5090387311828,99695694.11764704,32864689.40794428
2020-01-01,0.64,323.05469086021503,61932637.14285714,32992941.81421951
2020-02-01,0.48,430.5174712643679,52918722.85714286,31977251.80573936
2020-03-01,0.36,339.4915994623656,67500868.57142857,32969613.500033595
2020-04-01,0.49,252.15969444444443,87338954.28571428,28272066.70664178
2020-05-01,-0.12,360.9838306451613,118486657.14285716,30531720.640527256
2020-06-01,-0.21,306.5829444444444,155898182.85714287,28366221.80537399
2020-07-01,-0.04,156.878373655914,200495697.14285716,32028714.778197087
2020-08-01,-0.42,158.96676075268817,135101417.14285713,33250013.293600228
2020-09-01,-0.66,150.94013888888887,135846662.85714287,32097989.028989863
2020-10-01,-1.19,198.3122983870968,124922897.14285716,34260966.22380813
2020-11-01,-1.01,179.97030555555554,196913988.57142857,34530391.11042764
2020-12-01,-0.98,163.22466397849462,114334577.14285716,33431636.51125899
2021-01-01,-1.04,181.25762096774196,87481060.0,32672693.60356604
2021-02-01,-0.94,270.1268601190476,71683225.71428572,29401334.2468972
2021-03-01,-0.72,165.90516129032255,165929148.57142857,32614682.8797727
2021-04-01,-0.55,162.63095833333333,159649297.14285713,31585675.57986459
2021-05-01,-0.41,100.53307795698925,263397945.7142857,35075718.66726983
2021-06-01,-0.06,90.42504166666669,276619002.9411765,33713146.7344447
2021-07-01,-0.2,91.72024193548388,207846302.85714287,34688036.47252335
2021-08-01,-0.38,93.61936827956988,196055728.57142857,34958499.706020564
2021-09-01,-0.5,108.01794444444444,166314665.7142857,35522889.16318037
2021-10-01,-0.78,103.75385752688172,180208354.2857143,35679827.746740684
2021-11-01,-0.88,104.17515277777778,175981305.7142857,34690717.55194985
2021-12-01,-1.07,335.94348118279567,106981208.57142857,33329168.133442894
2022-01-01,-0.77,289.91860215053765,78859002.85714285,32781802.77406778
2022-02-01,-0.68,399.1649404761905,83890337.14285715,30577123.14833465
2022-03-01,-0.84,226.99962365591395,145324162.85714287,33856307.34170575
2022-04-01,-0.9,143.79427777777775,196198938.2352941,34310765.22748342
2022-05-01,-1.02,105.48951612903228,205758277.14285716,34921678.56772111
2022-06-01,-0.77,104.145625,242059988.57142857,32254615.964615703
2022-07-01,-0.56,109.3982930107527,227685300.0,33273192.169998445
2022-08-01,-0.96,150.88579301075268,206251402.94117647,32807964.98615933
2022-09-01,-1.06,251.0650138888889,180035929.4117647,31723374.98401577
2022-10-01,-0.99,298.0675268817205,273571685.71428573,32612638.07238009
2022-11-01,-0.76,184.5360138888889,296728727.7777778,32003703.836103234
2022-12-01,-0.86,338.0845161290323,176243033.33333334,31379638.15529463
2023-01-01,-0.78,371.9811424731183,161215756.75675675,31630812.628047224
2023-02-01,-0.62,526.6861755952381,91300945.94594596,29082618.511843584
2023-03-01,-0.13,293.4953225806452,213179243.24324325,30900021.96957781
2023-04-01,0.24,226.95723611111117,200185418.9189189,29598821.839300264
2023-05-01,0.47,569.6899596774193,184011551.35135132,30124224.32795274
2023-06-01,0.95,462.1933055555555,190911951.35135132,27237495.24372208
2023-07-01,1.2,521.6461559139785,196113729.7297297,27557275.931235146
2023-08-01,1.56,529.8252956989246,154325213.5135135,28802645.49004533
2023-09-01,1.65,1014.9844722222222,82775016.27906977,29930890.62699174
2023-10-01,1.59,1015.4404301075268,107772927.90697674,29102444.967193622
2023-11-01,2.01,504.5502083333334,143010786.04651162,28126596.89320996
2023-12-01,1.81,656.1918548387097,84767102.3255814,27948339.29535846
2024-01-01,1.71,558.7218951612905,54029444.18604651,24673536.277556427
2024-02-01,1.47,568.7053304597702,54086372.093023255,22355304.15474734
2024-03-01,1.1,622.7734811827956,50664776.74418605,23722313.511972003
2024-04-01,0.93,748.6564027777779,92766734.88372092,21973617.929821864
2024-05-01,0.41,291.550188172043,203075204.6511628,22783991.89750783
2024-06-01,0.25,280.6974861111111,229493634.88372093,20550174.76729905
2024-07-01,0.2,285.0932930107527,169111516.27906978,21874569.42193009
2024-08-01,0.02,567.4179166666665,105074211.62790698,22768958.83092626
2024-09-01,-0.11,873.70725,86082960.46511628,21916556.84795152
2024-10-01,-0.24,1529.1342876344083,111470995.3488372,20487667.984887056
2024-11-01,-0.05,1046.4335833333332,172028579.06976745,19159013.74738869
2024-12-01,-0.58,741.0043548387097,105770760.46511628,19884007.05400416
